user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
3574,Other,29,AU,Free,579,22,0.153,Mobile,20,11,0
3575,Female,45,US,Free,453,31,0.187,Web,18,9,0
3576,Male,19,GB,Premium,132,50,0.569,Mobile,0,118,1
3577,Male,21,IN,Family,105,29,0.086,Mobile,0,110,0
3578,Female,43,US,Premium,114,29,0.576,Web,0,135,0
3579,Female,30,IN,Free,155,37,0.286,Web,19,14,0
3580,Female,28,BR,Free,267,29,0.348,Mobile,18,13,0
3581,Female,20,FR,Premium,169,29,0.084,Web,0,104,0
3582,Female,33,US,Premium,148,33,0.124,Desktop,0,132,0
3583,Male,34,US,Premium,69,27,0.364,Mobile,0,123,1
3584,Female,21,US,Free,137,23,0.068,Mobile,19,8,0
3585,Male,28,US,Premium,96,31,0.111,Mobile,0,126,0
3586,Male,27,NL,Family,55,37,0.26,Mobile,0,123,1
3587,Female,32,FR,Premium,70,15,0.57,Desktop,0,121,1
3588,Female,21,US,Premium,221,38,0.226,Mobile,0,117,0
3589,Male,40,AU,Family,286,25,0.161,Desktop,0,119,0
3590,Male,37,IN,Premium,153,22,0.245,Desktop,0,114,1
3591,Other,27,US,Premium,97,53,0.357,Mobile,0,118,1
3592,Male,28,US,Premium,145,30,0.152,Web,0,119,0
3593,Female,28,US,Free,82,39,0.397,Desktop,20,8,1
3594,Female,23,NL,Premium,25,31,0.077,Mobile,0,123,1
3595,Female,26,GB,Family,39,26,0.057,Desktop,0,116,0
3596,Female,27,AU,Free,57,33,0.019,Web,24,12,0
3597,Male,42,US,Family,64,29,0.343,Mobile,0,107,0
3598,Female,37,BR,Premium,239,53,0.237,Web,0,137,0
3599,Male,37,US,Free,146,30,0.22,Mobile,19,6,0
3600,Female,32,SE,Premium,21,31,0.662,Mobile,0,137,1
3601,Male,21,AU,Free,317,41,0.225,Desktop,18,11,1
3602,Female,29,US,Family,355,33,0.406,Desktop,0,127,0
3603,Male,37,IN,Free,101,45,0.04,Desktop,8,11,1
3604,Male,19,IN,Family,117,37,0.293,Mobile,0,152,0
3605,Male,35,AU,Premium,101,28,0.405,Mobile,0,121,0
3606,Male,48,US,Premium,250,28,0.141,Mobile,0,118,0
3607,Female,38,GB,Student,215,17,0.25,Mobile,0,8,0
3608,Male,41,BR,Free,99,31,0.637,Mobile,20,8,1
3609,Other,31,IN,Premium,57,30,0.174,Desktop,0,130,0
3610,Other,37,GB,Free,327,29,0.231,Mobile,21,12,0
3611,Female,24,BR,Family,280,36,0.228,Mobile,0,116,0
3612,Male,36,US,Premium,76,49,0.34,Mobile,0,112,0
3613,Male,35,IN,Student,171,29,0.509,Mobile,0,12,1
3614,Female,32,US,Family,95,29,0.217,Mobile,0,115,0
3615,Male,40,US,Free,275,36,0.322,Mobile,26,10,0
3616,Male,25,GB,Free,263,33,0.101,Mobile,19,13,0
3617,Female,28,GB,Premium,114,31,0.132,Mobile,0,130,0
3618,Female,30,GB,Premium,247,27,0.398,Mobile,0,118,1
3619,Female,21,CA,Free,270,35,0.295,Mobile,17,4,0
3620,Male,31,US,Free,160,17,0.052,Mobile,18,13,0
3621,Female,16,US,Premium,290,32,0.095,Mobile,0,104,0
3622,Male,38,IN,Free,112,21,0.141,Web,31,5,1
3623,Male,30,GB,Family,59,37,0.367,Mobile,0,110,1
3624,Female,25,GB,Family,62,24,0.249,Web,0,105,0
3625,Male,23,FR,Premium,258,39,0.648,Desktop,0,127,1
3626,Male,28,AU,Free,93,25,0.043,Mobile,21,11,0
3627,Male,35,IN,Free,88,29,0.301,Mobile,12,14,1
3628,Female,34,US,Premium,41,30,0.322,Web,0,105,1
3629,Female,24,BR,Student,207,33,0.389,Mobile,0,10,0
3630,Female,23,SE,Free,118,42,0.396,Mobile,17,7,1
3631,Female,35,GB,Free,267,30,0.117,Mobile,13,13,1
3632,Male,24,NL,Free,284,39,0.281,Mobile,24,11,0
3633,Female,30,CA,Premium,380,28,0.32,Desktop,0,134,0
3634,Male,30,GB,Premium,109,36,0.131,Web,0,122,0
3635,Male,32,US,Free,92,32,0.049,Mobile,21,8,1
3636,Female,36,FR,Free,226,38,0.383,Mobile,27,8,1
3637,Other,19,US,Premium,95,50,0.187,Mobile,0,108,0
3638,Male,14,US,Free,195,25,0.566,Web,22,13,1
3639,Male,25,US,Premium,98,26,0.304,Mobile,0,121,0
3640,Male,44,US,Family,190,36,0.189,Web,0,110,0
3641,Male,46,GB,Premium,160,36,0.464,Mobile,0,118,1
3642,Other,44,CA,Premium,33,30,0.156,Desktop,0,103,0
3643,Female,28,US,Family,86,57,0.298,Mobile,0,117,1
3644,Female,15,SE,Family,110,29,0.369,Web,0,103,1
3645,Female,13,US,Free,61,38,0.033,Mobile,24,14,1
3646,Male,25,GB,Free,229,37,0.31,Desktop,21,13,1
3647,Female,28,US,Family,89,36,0.004,Mobile,0,120,1
3648,Male,40,US,Free,148,23,0.462,Mobile,18,13,1
3649,Female,36,US,Student,134,26,0.146,Mobile,0,6,0
3650,Other,31,CA,Free,173,33,0.105,Mobile,18,10,0
3651,Female,22,IN,Student,107,53,0.198,Mobile,0,11,1
3652,Male,22,US,Premium,170,28,0.262,Mobile,0,109,0
3653,Female,32,US,Premium,281,23,0.238,Mobile,0,107,0
3654,Male,35,US,Free,79,29,0.317,Mobile,27,8,1
3655,Male,33,BR,Student,187,31,0.317,Mobile,0,14,1
3656,Male,21,IN,Free,126,40,0.031,Mobile,25,10,0
3657,Male,35,US,Free,148,29,0.341,Mobile,23,6,0
3658,Female,33,US,Free,209,38,0.128,Mobile,15,8,0
3659,Female,21,NL,Student,159,25,0.158,Mobile,0,7,0
3660,Other,23,GB,Free,280,28,0.444,Mobile,10,9,1
3661,Female,35,CA,Premium,255,34,0.212,Desktop,0,113,0
3662,Female,28,US,Premium,156,27,0.449,Mobile,0,122,0
3663,Male,42,DE,Family,189,34,0.652,Mobile,0,129,0
3664,Male,34,SE,Premium,162,33,0.304,Mobile,0,127,0
3665,Female,26,SE,Premium,34,31,0.179,Web,0,131,1
3666,Male,29,IN,Premium,171,22,0.342,Mobile,0,102,0
3667,Female,30,GB,Premium,62,41,0.423,Desktop,0,112,0
3668,Male,24,GB,Free,127,36,0.43,Mobile,20,8,0
3669,Male,22,US,Free,44,35,0.246,Mobile,25,7,1
3670,Male,35,SE,Free,384,27,0.512,Mobile,18,7,1
3671,Male,36,IN,Free,158,36,0.505,Mobile,23,11,1
3672,Male,34,GB,Free,51,37,0.187,Mobile,24,11,1
3673,Female,42,US,Premium,192,30,0.163,Mobile,0,125,0
3674,Male,25,GB,Student,346,34,0.238,Web,0,12,0
3675,Female,43,SE,Free,232,47,0.353,Mobile,17,8,0
3676,Male,22,CA,Premium,98,36,0.163,Mobile,0,114,0
3677,Male,21,US,Premium,120,34,0.323,Desktop,0,130,1
3678,Male,15,US,Free,133,23,0.274,Desktop,27,13,0
3679,Female,26,US,Premium,254,30,0.118,Mobile,0,125,0
3680,Male,25,AU,Student,269,41,0.629,Desktop,0,9,1
3681,Female,34,SE,Free,168,23,0.611,Mobile,20,7,1
3682,Male,31,NL,Premium,133,33,0.144,Mobile,0,129,0
3683,Female,20,IN,Free,93,30,0.242,Mobile,19,7,1
3684,Male,26,CA,Free,376,33,0.112,Mobile,20,13,0
3685,Female,27,DE,Premium,186,29,0.303,Mobile,0,137,0
3686,Female,15,CA,Family,76,21,0.186,Mobile,0,132,0
3687,Other,22,IN,Premium,87,30,0.475,Mobile,0,119,1
3688,Male,23,GB,Free,228,32,0.259,Mobile,22,7,0
3689,Male,41,FR,Family,91,30,0.21,Desktop,0,116,0
3690,Male,31,US,Free,75,30,0.182,Mobile,11,15,1
3691,Female,35,US,Premium,257,25,0.124,Mobile,0,116,0
3692,Female,18,BR,Free,132,21,0.479,Web,20,10,1
3693,Female,39,AU,Family,150,36,0.319,Web,0,111,0
3694,Male,40,CA,Premium,287,29,0.409,Web,0,117,0
3695,Male,14,US,Family,238,23,0.128,Mobile,0,123,1
3696,Male,24,AU,Free,166,31,0.514,Mobile,17,5,1
3697,Other,33,IN,Premium,229,22,0.234,Mobile,0,126,0
3698,Female,35,GB,Premium,54,25,0.086,Mobile,0,102,0
3699,Other,24,DE,Premium,197,29,0.029,Mobile,0,108,0
3700,Male,27,GB,Premium,105,30,0.3,Mobile,0,115,1
3701,Female,25,GB,Free,199,37,0.34,Web,15,6,1
3702,Female,30,BR,Free,74,37,0.171,Mobile,16,12,1
3703,Male,39,US,Free,202,38,0.116,Mobile,17,9,0
3704,Female,23,US,Family,59,29,0.196,Mobile,0,114,1
3705,Other,38,US,Family,127,33,0.285,Desktop,0,91,0
3706,Female,23,US,Free,264,29,0.07,Mobile,14,12,0
3707,Female,23,US,Student,127,28,0.2,Mobile,0,12,0
3708,Male,36,US,Free,192,29,0.522,Web,26,10,1
3709,Male,37,US,Free,23,35,0.206,Desktop,19,9,1
3710,Other,36,US,Free,50,40,0.376,Desktop,20,5,1
3711,Male,19,US,Family,183,32,0.363,Web,0,125,1
3712,Female,26,US,Premium,43,32,0.41,Mobile,0,119,1
3713,Female,36,DE,Free,79,28,0.611,Desktop,20,10,1
3714,Female,30,CA,Premium,123,55,0.037,Mobile,0,114,0
3715,Other,21,US,Free,178,34,0.208,Mobile,30,11,0
3716,Male,33,DE,Free,226,35,0.319,Mobile,11,8,1
3717,Male,24,SE,Free,107,27,0.468,Mobile,20,12,1
3718,Male,44,NL,Free,200,42,0.348,Mobile,20,9,1
3719,Male,42,US,Family,355,17,0.463,Mobile,0,127,0
3720,Male,34,IN,Premium,282,23,0.043,Mobile,0,127,0
3721,Male,40,US,Free,291,29,0.244,Mobile,22,12,0
3722,Female,30,US,Free,122,27,0.44,Mobile,19,11,1
3723,Other,36,US,Free,230,25,0.114,Mobile,14,12,0
3724,Male,41,US,Free,174,28,0.176,Mobile,22,13,1
3725,Male,31,CA,Premium,243,28,0.049,Mobile,0,119,0
3726,Other,27,FR,Free,286,32,0.464,Mobile,20,7,1
3727,Male,16,IN,Premium,159,56,0.047,Mobile,0,108,0
3728,Male,29,US,Free,180,35,0.619,Mobile,15,4,1
3729,Male,36,US,Free,34,27,0.052,Desktop,16,13,0
3730,Female,37,US,Student,337,22,0.255,Mobile,0,7,0
3731,Male,34,US,Free,111,43,0.259,Mobile,15,11,0
3732,Other,25,SE,Free,293,30,0.121,Mobile,21,6,0
3733,Male,14,IN,Free,126,36,0.125,Web,22,7,1
3734,Female,26,NL,Free,142,31,0.387,Mobile,28,6,1
3735,Male,27,IN,Free,156,37,0.195,Mobile,22,7,1
3736,Female,27,GB,Free,178,56,0.361,Web,26,2,1
3737,Female,34,GB,Family,133,28,0.064,Mobile,0,101,0
3738,Female,45,GB,Premium,254,40,0.432,Mobile,0,115,1
3739,Female,30,GB,Premium,182,25,0.218,Mobile,0,118,0
3740,Female,28,BR,Free,125,22,0.297,Web,14,7,1
3741,Other,27,GB,Premium,60,28,0.106,Desktop,0,116,0
3742,Female,30,US,Free,105,36,0.193,Mobile,21,7,1
3743,Female,23,IN,Free,191,35,0.085,Mobile,15,11,0
3744,Male,30,BR,Free,265,49,0.157,Mobile,18,11,0
3745,Male,33,GB,Free,105,55,0.114,Mobile,22,12,1
3746,Male,31,FR,Free,206,38,0.217,Mobile,22,9,0
3747,Female,33,US,Free,133,61,0.36,Mobile,14,12,1
3748,Male,33,CA,Free,74,30,0.197,Mobile,14,8,1
3749,Male,15,US,Free,238,55,0.278,Desktop,21,9,1
3750,Female,35,US,Free,153,29,0.347,Mobile,21,7,1
3751,Female,24,DE,Free,30,23,0.38,Mobile,17,12,1
3752,Other,21,US,Free,71,28,0.436,Desktop,16,12,1
3753,Male,21,IN,Free,71,37,0.542,Mobile,20,17,1
3754,Female,33,AU,Free,249,32,0.108,Desktop,23,7,0
3755,Male,28,US,Free,100,28,0.351,Mobile,14,9,0
3756,Male,16,IN,Free,99,29,0.423,Desktop,12,7,1
3757,Male,33,GB,Premium,65,31,0.366,Web,0,127,1
3758,Male,18,US,Free,92,35,0.235,Mobile,29,10,1
3759,Male,31,FR,Free,93,25,0.34,Mobile,23,10,1
3760,Female,31,DE,Free,302,35,0.237,Mobile,15,13,0
3761,Male,37,GB,Free,181,26,0.516,Mobile,13,9,1
3762,Female,44,AU,Free,229,36,0.056,Mobile,26,12,0
3763,Female,19,GB,Student,300,43,0.628,Mobile,0,11,1
3764,Male,29,SE,Family,84,27,0.337,Desktop,0,127,0
3765,Female,27,GB,Free,69,31,0.298,Desktop,23,8,1
3766,Male,33,US,Premium,224,23,0.392,Web,0,134,0
3767,Female,31,GB,Free,120,43,0.135,Mobile,20,10,1
3768,Male,27,US,Free,426,43,0.091,Mobile,19,9,0
3769,Male,26,DE,Premium,60,23,0.29,Web,0,121,0
3770,Male,21,IN,Free,49,27,0.173,Mobile,31,11,0
3771,Female,37,GB,Free,182,32,0.104,Mobile,18,8,0
3772,Other,33,US,Premium,94,40,0.317,Mobile,0,133,1
3773,Male,37,GB,Premium,128,31,0.229,Mobile,0,115,0
3774,Female,27,US,Student,98,28,0.53,Mobile,0,5,1
3775,Female,24,FR,Premium,128,31,0.206,Mobile,0,144,0
3776,Other,21,IN,Premium,196,35,0.192,Mobile,0,125,0
3777,Female,32,NL,Free,113,35,0.147,Mobile,21,10,0
3778,Female,21,US,Free,97,25,0.043,Desktop,23,9,1
3779,Female,44,CA,Premium,120,46,0.143,Mobile,0,119,0
3780,Female,19,CA,Student,11,35,0.212,Mobile,0,11,1
3781,Male,32,AU,Free,225,20,0.232,Mobile,13,9,0
3782,Male,42,DE,Student,233,34,0.565,Mobile,0,9,1
3783,Male,34,US,Free,278,28,0.198,Mobile,19,6,0
3784,Female,31,GB,Free,131,20,0.082,Mobile,23,20,1
3785,Female,22,FR,Free,125,21,0.231,Mobile,34,14,0
3786,Male,18,IN,Free,377,32,0.43,Mobile,17,15,1
3787,Female,36,BR,Premium,65,49,0.131,Mobile,0,113,0
3788,Female,42,US,Free,308,33,0.438,Desktop,27,9,0
3789,Male,26,NL,Family,339,25,0.469,Mobile,0,124,0
3790,Other,20,US,Premium,89,24,0.094,Mobile,0,119,1
3791,Male,13,SE,Free,91,33,0.365,Web,23,10,1
3792,Male,22,BR,Premium,68,32,0.152,Mobile,0,125,1
3793,Female,29,FR,Free,76,37,0.257,Mobile,22,7,1
3794,Female,42,IN,Premium,124,32,0.299,Mobile,0,112,1
3795,Male,35,US,Free,109,31,0.068,Mobile,19,7,1
3796,Female,32,US,Free,333,32,0.103,Mobile,18,13,0
3797,Female,26,US,Premium,106,36,0.442,Mobile,0,122,1
3798,Male,25,US,Family,367,30,0.554,Mobile,0,124,0
3799,Male,41,CA,Premium,238,27,0.307,Web,0,98,0
3800,Female,31,US,Premium,61,34,0.156,Mobile,0,117,0
3801,Male,13,BR,Premium,256,25,0.089,Mobile,0,118,0
3802,Other,24,GB,Free,154,35,0.656,Mobile,28,7,1
3803,Female,23,IN,Family,192,49,0.43,Mobile,0,124,1
3804,Other,25,FR,Free,92,37,0.218,Mobile,14,11,1
3805,Male,34,US,Free,241,33,0.064,Web,22,11,0
3806,Other,29,US,Free,204,27,0.189,Mobile,18,9,0
3807,Male,29,US,Free,124,45,0.21,Web,27,5,1
3808,Male,40,IN,Free,26,26,0.233,Mobile,22,3,1
3809,Male,24,CA,Free,245,31,0.104,Mobile,17,6,0
3810,Male,44,US,Free,57,30,0.381,Mobile,17,10,1
3811,Female,24,BR,Premium,95,21,0.162,Mobile,0,125,0
3812,Female,30,US,Premium,58,29,0.381,Mobile,0,127,0
3813,Male,27,IN,Premium,128,24,0.64,Mobile,0,129,1
3814,Female,30,GB,Free,191,31,0.154,Mobile,12,17,1
3815,Male,33,IN,Premium,356,27,0.282,Mobile,0,128,0
3816,Female,33,AU,Free,85,34,0.345,Desktop,16,10,1
3817,Male,23,IN,Premium,63,33,0.291,Mobile,0,120,1
3818,Female,21,GB,Free,146,34,0.205,Mobile,26,7,1
3819,Female,50,US,Premium,249,30,0.421,Mobile,0,122,0
3820,Female,26,BR,Free,117,34,0.22,Mobile,25,7,1
3821,Male,35,GB,Premium,135,31,0.112,Desktop,0,115,0
3822,Male,17,US,Family,38,52,0.332,Mobile,0,132,0
3823,Female,27,IN,Premium,107,28,0.412,Web,0,137,0
3824,Male,28,US,Free,50,34,0.433,Web,19,14,1
3825,Male,33,US,Free,123,22,0.384,Mobile,22,4,0
3826,Male,13,AU,Family,175,39,0.313,Mobile,0,106,0
3827,Female,31,GB,Free,508,24,0.144,Desktop,22,10,0
3828,Female,20,US,Student,161,29,0.096,Web,0,13,0
3829,Female,32,IN,Free,150,34,0.227,Mobile,22,8,0
3830,Male,21,BR,Student,139,31,0.074,Web,0,9,0
3831,Male,23,US,Student,84,25,0.351,Web,0,5,1
3832,Female,27,FR,Premium,435,29,0.113,Mobile,0,118,0
3833,Female,21,IN,Free,223,24,0.08,Desktop,14,10,0
3834,Male,26,US,Free,229,29,0.469,Mobile,21,13,0
3835,Female,20,GB,Family,247,28,0.226,Mobile,0,131,0
3836,Male,15,US,Family,81,30,0.286,Mobile,0,132,1
3837,Other,38,IN,Free,170,34,0.45,Mobile,18,10,1
3838,Male,19,BR,Free,130,33,0.249,Desktop,15,9,1
3839,Other,28,US,Family,50,56,0.727,Mobile,0,116,1
3840,Female,36,BR,Premium,22,31,0.601,Mobile,0,107,1
3841,Female,25,IN,Family,184,35,0.125,Web,0,119,0
3842,Male,23,US,Family,172,37,0.407,Mobile,0,132,0
3843,Female,31,IN,Family,131,24,0.12,Mobile,0,97,0
3844,Male,38,US,Free,309,25,0.194,Mobile,28,12,0
3845,Male,20,AU,Free,111,31,0.336,Mobile,10,6,1
3846,Female,28,CA,Free,263,24,0.234,Desktop,18,11,1
3847,Other,16,DE,Student,24,43,0.255,Mobile,0,11,0
3848,Female,26,FR,Free,121,24,0.042,Mobile,18,11,0
3849,Female,30,CA,Free,187,25,0.303,Mobile,25,13,0
3850,Male,23,BR,Free,533,55,0.033,Mobile,23,12,0
3851,Male,26,DE,Free,181,25,0.276,Mobile,12,10,1
3852,Male,18,AU,Family,24,30,0.443,Mobile,0,108,1
3853,Female,30,CA,Premium,144,29,0.199,Mobile,0,102,0
3854,Other,38,US,Premium,157,27,0.374,Mobile,0,127,0
3855,Female,21,AU,Free,133,29,0.274,Mobile,20,13,1
3856,Male,25,FR,Family,129,55,0.215,Mobile,0,130,0
3857,Male,34,IN,Free,110,30,0.304,Mobile,18,8,1
3858,Female,39,SE,Premium,48,42,0.32,Desktop,0,94,1
3859,Male,18,US,Free,82,33,0.293,Mobile,23,11,0
3860,Female,28,GB,Free,266,26,0.287,Mobile,22,7,1
3861,Female,32,US,Free,140,25,0.328,Web,22,13,1
3862,Female,29,DE,Premium,98,30,0.442,Web,0,132,1
3863,Male,13,BR,Premium,146,31,0.281,Mobile,0,104,0
3864,Male,34,NL,Free,188,33,0.22,Mobile,19,13,1
3865,Male,42,GB,Free,36,32,0.139,Mobile,13,8,1
3866,Male,30,IN,Family,222,21,0.21,Web,0,101,0
3867,Male,21,AU,Free,179,36,0.204,Mobile,24,11,0
3868,Female,25,FR,Free,24,27,0.082,Web,22,8,1
3869,Female,44,US,Free,275,19,0.404,Mobile,20,12,1
3870,Male,37,DE,Family,73,41,0.184,Mobile,0,126,0
3871,Male,35,NL,Free,206,46,0.462,Desktop,15,7,1
3872,Male,32,SE,Student,169,37,0.238,Desktop,0,9,1
3873,Male,24,DE,Free,239,31,0.14,Desktop,17,17,0
3874,Female,28,BR,Free,116,47,0.436,Web,15,9,1
3875,Male,29,US,Free,291,18,0.577,Desktop,17,11,1
3876,Male,34,US,Premium,233,28,0.358,Mobile,0,123,0
3877,Male,42,NL,Free,28,25,0.141,Mobile,24,12,0
3878,Female,38,US,Premium,122,28,0.407,Mobile,0,93,0
3879,Female,18,US,Free,265,41,0.446,Mobile,10,7,1
3880,Male,31,GB,Free,61,27,0.116,Mobile,19,5,0
3881,Female,35,DE,Family,150,48,0.244,Mobile,0,118,0
3882,Female,34,DE,Premium,88,34,0.232,Mobile,0,116,0
3883,Other,24,US,Free,154,27,0.529,Mobile,22,13,1
3884,Male,53,AU,Premium,129,25,0.206,Web,0,122,0
3885,Female,19,AU,Premium,50,34,0.185,Mobile,0,129,0
3886,Other,21,GB,Free,194,44,0.056,Mobile,20,9,1
3887,Other,31,GB,Free,14,29,0.165,Mobile,21,9,1
3888,Female,46,IN,Free,57,40,0.271,Mobile,19,10,1
3889,Female,23,FR,Free,121,25,0.091,Mobile,30,5,0
3890,Male,27,US,Premium,241,24,0.237,Mobile,0,135,0
3891,Female,38,GB,Free,146,33,0.611,Mobile,22,8,1
3892,Female,29,US,Free,24,34,0.724,Desktop,25,10,1
3893,Female,27,US,Free,128,40,0.38,Desktop,19,13,1
3894,Male,34,GB,Student,24,44,0.146,Mobile,0,5,1
3895,Female,32,FR,Premium,87,23,0.34,Mobile,0,116,0
3896,Female,38,IN,Free,101,53,0.351,Mobile,20,9,1
3897,Male,40,IN,Free,112,27,0.128,Desktop,19,9,1
3898,Female,32,US,Free,247,25,0.14,Mobile,15,10,0
3899,Female,32,IN,Premium,195,49,0.426,Mobile,0,129,0
3900,Female,31,US,Free,258,19,0.592,Mobile,14,8,1
3901,Male,33,GB,Student,242,24,0.378,Mobile,0,9,1
3902,Male,30,IN,Free,155,23,0.102,Mobile,16,9,1
3903,Other,29,DE,Premium,33,25,0.539,Mobile,0,120,1
3904,Male,39,GB,Premium,137,25,0.081,Desktop,0,128,0
3905,Female,42,FR,Family,242,26,0.491,Mobile,0,125,1
3906,Female,17,AU,Free,70,25,0.481,Mobile,26,15,1
3907,Female,30,CA,Premium,72,56,0.123,Desktop,0,109,0
3908,Male,24,IN,Free,70,30,0.257,Web,14,13,1
3909,Female,27,SE,Free,136,15,0.067,Mobile,28,10,1
3910,Male,33,IN,Family,147,33,0.378,Mobile,0,124,0
3911,Male,35,CA,Student,193,30,0.625,Mobile,0,9,1
3912,Male,29,US,Premium,242,31,0.123,Mobile,0,123,0
3913,Male,14,US,Free,235,29,0.442,Mobile,13,14,1
3914,Other,22,CA,Family,68,45,0.331,Desktop,0,119,0
3915,Other,37,IN,Free,158,15,0.795,Mobile,14,11,1
3916,Male,13,GB,Free,67,26,0.275,Mobile,14,12,1
3917,Female,39,NL,Premium,276,28,0.343,Mobile,0,116,0
3918,Male,34,US,Free,159,34,0.095,Mobile,16,8,1
3919,Female,40,IN,Student,141,34,0.467,Mobile,0,8,1
3920,Female,28,GB,Free,391,36,0.328,Mobile,22,8,0
3921,Other,13,GB,Free,20,42,0.174,Mobile,15,15,0
3922,Male,33,BR,Premium,183,28,0.619,Mobile,0,140,1
3923,Female,40,US,Premium,133,26,0.294,Mobile,0,116,0
3924,Male,37,US,Free,114,23,0.126,Mobile,26,8,0
3925,Other,24,GB,Free,69,33,0.198,Mobile,19,19,0
3926,Male,30,CA,Premium,133,45,0.134,Mobile,0,132,0
3927,Female,25,IN,Free,137,30,0.131,Mobile,22,17,0
3928,Female,23,NL,Free,188,27,0.148,Desktop,23,8,1
3929,Female,37,US,Premium,139,40,0.408,Desktop,0,147,0
3930,Male,20,DE,Free,245,21,0.453,Desktop,11,7,1
3931,Other,22,FR,Student,104,21,0.267,Mobile,0,8,1
3932,Male,21,SE,Premium,392,30,0.028,Mobile,0,135,0
3933,Female,18,AU,Student,121,32,0.115,Mobile,0,12,0
3934,Male,31,IN,Free,75,36,0.086,Web,15,11,1
3935,Male,39,GB,Student,76,30,0.369,Web,0,5,1
3936,Female,28,US,Free,16,33,0.195,Desktop,22,8,0
3937,Male,17,US,Free,184,52,0.194,Mobile,15,10,1
3938,Male,36,CA,Free,147,32,0.599,Desktop,23,15,1
3939,Male,43,IN,Free,181,24,0.316,Web,24,12,1
3940,Male,24,DE,Free,33,37,0.13,Mobile,21,9,1
3941,Female,26,IN,Premium,312,30,0.047,Mobile,0,132,0
3942,Female,34,GB,Free,194,44,0.217,Mobile,18,5,0
3943,Male,42,IN,Free,51,46,0.342,Mobile,17,11,1
3944,Male,25,US,Premium,40,29,0.135,Mobile,0,113,1
3945,Male,19,US,Free,90,33,0.436,Web,18,13,1
3946,Male,35,US,Premium,265,19,0.413,Web,0,127,0
3947,Female,36,AU,Premium,297,29,0.288,Web,0,108,0
3948,Female,30,US,Family,179,36,0.169,Mobile,0,135,0
3949,Male,25,BR,Free,79,22,0.123,Mobile,26,12,1
3950,Male,37,US,Student,62,25,0.272,Mobile,0,14,1
3951,Male,34,GB,Premium,122,27,0.093,Mobile,0,134,0
3952,Female,23,AU,Student,76,27,0.142,Mobile,0,8,0
3953,Other,30,CA,Free,259,29,0.763,Desktop,18,12,1
3954,Male,19,US,Premium,188,43,0.393,Mobile,0,109,1
3955,Male,35,US,Family,86,24,0.635,Mobile,0,121,1
3956,Female,27,AU,Free,19,27,0.212,Mobile,15,12,1
3957,Other,26,GB,Premium,65,49,0.484,Web,0,126,0
3958,Male,29,CA,Family,121,55,0.177,Mobile,0,122,0
3959,Male,30,GB,Premium,106,35,0.588,Mobile,0,120,1
3960,Male,37,US,Free,42,32,0.602,Web,25,7,1
3961,Female,34,US,Premium,214,23,0.4,Mobile,0,106,1
3962,Male,28,FR,Free,104,30,0.13,Mobile,18,10,0
3963,Male,36,IN,Family,92,28,0.598,Mobile,0,132,1
3964,Female,33,US,Free,191,35,0.369,Mobile,18,13,1
3965,Male,26,IN,Free,126,36,0.126,Mobile,16,17,1
3966,Female,29,BR,Free,132,37,0.218,Web,16,6,1
3967,Male,28,AU,Premium,165,25,0.288,Mobile,0,130,0
3968,Male,34,US,Student,266,26,0.629,Mobile,0,14,1
3969,Female,27,US,Free,197,36,0.323,Mobile,15,8,1
3970,Male,26,BR,Free,52,24,0.133,Mobile,23,13,1
3971,Other,45,US,Free,515,50,0.135,Mobile,19,9,0
3972,Female,37,US,Family,127,38,0.097,Mobile,0,107,0
3973,Male,23,BR,Free,14,23,0.337,Mobile,23,7,1
3974,Female,34,US,Free,70,43,0.37,Mobile,17,5,1
3975,Male,30,GB,Premium,69,38,0.471,Mobile,0,117,1
3976,Other,33,GB,Free,275,37,0.063,Mobile,17,13,0
3977,Male,31,BR,Free,145,33,0.557,Mobile,17,8,1
3978,Female,39,US,Free,138,26,0.032,Mobile,17,13,0
3979,Male,32,AU,Family,150,45,0.162,Desktop,0,106,0
3980,Male,29,DE,Student,182,33,0.187,Mobile,0,10,1
3981,Female,38,CA,Premium,173,25,0.43,Web,0,123,1
3982,Female,31,US,Free,66,29,0.351,Mobile,19,13,1
3983,Male,30,US,Premium,323,30,0.526,Web,0,112,0
3984,Male,32,DE,Free,30,37,0.6,Mobile,23,11,1
3985,Female,29,GB,Premium,284,34,0.023,Web,0,125,0
3986,Other,30,AU,Premium,29,43,0,Mobile,0,115,0
3987,Male,25,GB,Family,72,36,0.348,Desktop,0,108,1
3988,Female,23,GB,Free,132,27,0.14,Web,29,7,1
3989,Male,22,GB,Premium,112,34,0.039,Mobile,0,127,0
3990,Female,18,IN,Premium,63,22,0.378,Web,0,100,1
3991,Male,22,GB,Free,181,36,0.561,Mobile,17,10,1
3992,Male,28,US,Premium,100,31,0.353,Mobile,0,125,0
3993,Female,30,BR,Student,204,18,0.444,Mobile,0,8,1
3994,Male,27,DE,Family,82,53,0.231,Mobile,0,121,0
3995,Female,13,DE,Premium,75,29,0.104,Mobile,0,117,0
3996,Male,42,DE,Free,146,56,0.234,Web,14,5,1
3997,Male,38,IN,Family,227,18,0.233,Desktop,0,123,0
3998,Male,33,US,Premium,209,36,0.122,Desktop,0,124,0
3999,Female,45,US,Free,43,25,0.474,Mobile,19,10,1
